Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Oakland                                    35    22     0   296   181   52.190
   2 San Francisco                              37    20     0   249   190   51.765
   3 Toronto                                    34    24     0   291   252   51.314
   4 Detroit                                    31    22     0   240   223   51.123
   5 Los Angeles(A)                             30    26     0   267   237   50.860
   6 Atlanta                                    31    25     0   194   183   50.679
   7 Milwaukee                                  34    23     0   240   216   50.625
   8 Seattle                                    28    28     0   228   215   50.522
   9 Texas                                      29    28     0   238   261   50.310
  10 New York(A)                                29    26     0   230   245   50.162
  11 Boston                                     27    29     0   231   237   50.138
  12 St. Louis                                  30    27     0   218   205   50.115
  13 Baltimore                                  28    27     0   234   240   50.086
  14 Miami                                      28    28     0   255   238   50.083
  15 Los Angeles(N)                             30    28     0   250   236   50.013
  16 Colorado                                   28    28     0   281   253   49.993
  17 Washington                                 27    28     0   222   208   49.937
  18 Minnesota                                  26    28     0   230   249   49.878
  19 Cleveland                                  27    30     0   248   267   49.867
  20 Chicago(A)                                 29    29     0   265   277   49.740
  21 New York(N)                                27    29     0   222   226   49.626
  22 Kansas City                                26    30     0   213   236   49.593
  23 Houston                                    24    34     0   216   261   49.373
  24 Cincinnati                                 26    29     0   192   203   49.328
  25 Pittsburgh                                 26    30     0   212   244   49.231
  26 San Diego                                  26    31     0   184   210   49.097
  27 Philadelphia                               24    30     0   214   246   49.007
  28 Tampa Bay                                  23    34     0   217   255   48.955
  29 Chicago(N)                                 20    34     0   207   225   48.209
  30 Arizona                                    23    36     0   227   292   48.159
