Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Oakland                                    61    37     0   485   335   52.248
   2 Los Angeles(A)                             59    38     0   489   399   51.740
   3 Detroit                                    54    41     0   449   408   51.051
   4 Baltimore                                  53    44     0   418   398   50.830
   5 Seattle                                    52    46     0   388   332   50.804
   6 Toronto                                    51    48     0   445   424   50.644
   7 St. Louis                                  54    45     0   370   354   50.551
   8 Washington                                 52    43     0   396   331   50.529
   9 New York(A)                                50    47     0   389   418   50.453
  10 Cleveland                                  50    48     0   438   437   50.341
  11 San Francisco                              55    44     0   393   360   50.298
  12 Los Angeles(N)                             55    45     0   412   364   50.256
  13 Kansas City                                48    49     0   388   392   50.230
  14 Milwaukee                                  54    45     0   434   421   50.213
  15 Atlanta                                    54    44     0   377   358   50.181
  16 Cincinnati                                 51    47     0   383   363   50.168
  17 Pittsburgh                                 52    46     0   403   400   50.108
  18 Tampa Bay                                  47    53     0   393   409   49.926
  19 Boston                                     46    52     0   380   410   49.899
  20 Chicago(A)                                 47    52     0   425   450   49.833
  21 Minnesota                                  44    53     0   408   434   49.595
  22 New York(N)                                46    52     0   389   376   49.460
  23 Houston                                    41    58     0   384   470   49.218
  24 Miami                                      45    52     0   403   431   49.156
  25 Texas                                      39    59     0   403   513   48.920
  26 Philadelphia                               43    55     0   375   429   48.815
  27 San Diego                                  43    55     0   291   335   48.766
  28 Chicago(N)                                 40    57     0   375   413   48.734
  29 Arizona                                    43    56     0   393   456   48.615
  30 Colorado                                   40    58     0   462   518   48.476
