Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Oakland                                    73    51     0   597   436   51.644
   2 Los Angeles(A)                             72    50     0   574   487   51.461
   3 Baltimore                                  70    52     0   522   469   51.334
   4 Seattle                                    67    56     0   490   391   51.041
   5 Kansas City                                68    55     0   507   478   50.952
   6 Detroit                                    66    56     0   556   522   50.736
   7 Washington                                 69    53     0   514   421   50.697
   8 Toronto                                    64    61     0   558   549   50.526
   9 Milwaukee                                  70    55     0   539   495   50.471
  10 Los Angeles(N)                             70    56     0   513   463   50.403
  11 New York(A)                                63    59     0   481   518   50.379
  12 St. Louis                                  66    57     0   461   469   50.329
  13 Tampa Bay                                  61    63     0   492   469   50.327
  14 Cleveland                                  62    61     0   534   521   50.307
  15 Pittsburgh                                 64    60     0   523   517   49.969
  16 San Francisco                              65    58     0   479   449   49.966
  17 Atlanta                                    64    60     0   463   460   49.861
  18 Cincinnati                                 61    63     0   476   457   49.816
  19 Chicago(A)                                 59    65     0   532   587   49.794
  20 Boston                                     56    67     0   475   531   49.695
  21 Minnesota                                  55    67     0   515   556   49.633
  22 Miami                                      62    62     0   499   525   49.584
  23 New York(N)                                59    66     0   470   478   49.413
  24 San Diego                                  58    65     0   407   417   49.245
  25 Houston                                    52    73     0   501   592   49.232
  26 Chicago(N)                                 53    70     0   468   520   48.854
  27 Philadelphia                               54    70     0   478   552   48.803
  28 Texas                                      48    76     0   494   629   48.780
  29 Arizona                                    53    71     0   490   581   48.525
  30 Colorado                                   49    75     0   581   650   48.292
