Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Oakland                                    42    27     0   351   217   52.035
   2 San Francisco                              43    27     0   302   242   51.371
   3 Toronto                                    40    31     0   329   295   51.050
   4 Los Angeles(A)                             37    31     0   318   289   50.890
   5 Detroit                                    36    28     0   287   278   50.767
   6 St. Louis                                  38    32     0   258   236   50.636
   7 Milwaukee                                  41    30     0   302   288   50.629
   8 Kansas City                                37    32     0   288   276   50.499
   9 Seattle                                    35    35     0   279   252   50.453
  10 Atlanta                                    36    32     0   260   259   50.337
  11 Baltimore                                  35    33     0   283   288   50.311
  12 New York(A)                                36    33     0   278   304   50.288
  13 Washington                                 35    33     0   270   239   50.276
  14 Minnesota                                  33    34     0   295   308   50.143
  15 Los Angeles(N)                             37    34     0   300   276   50.051
  16 Miami                                      36    33     0   315   296   50.015
  17 Texas                                      34    35     0   287   320   49.951
  18 Cleveland                                  34    36     0   300   328   49.803
  19 Colorado                                   34    35     0   364   348   49.792
  20 Cincinnati                                 33    35     0   245   255   49.669
  21 Pittsburgh                                 33    36     0   278   297   49.602
  22 Boston                                     31    38     0   273   290   49.566
  23 New York(N)                                32    38     0   275   277   49.456
  24 Houston                                    31    40     0   273   315   49.438
  25 Chicago(A)                                 32    37     0   298   330   49.384
  26 Chicago(N)                                 29    38     0   259   265   49.038
  27 Philadelphia                               30    38     0   264   302   48.885
  28 Arizona                                    31    41     0   297   347   48.732
  29 Tampa Bay                                  27    44     0   255   306   48.603
  30 San Diego                                  29    41     0   210   270   48.428
