Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Oakland                                    51    30     0   418   283   52.152
   2 Los Angeles(A)                             45    35     0   386   335   51.206
   3 Milwaukee                                  51    33     0   383   343   51.033
   4 Seattle                                    44    38     0   331   281   50.821
   5 Detroit                                    44    34     0   361   342   50.798
   6 Toronto                                    45    39     0   392   362   50.708
   7 St. Louis                                  44    39     0   307   289   50.494
   8 Los Angeles(N)                             47    37     0   356   302   50.476
   9 Cincinnati                                 43    38     0   323   301   50.469
  10 San Francisco                              47    36     0   340   311   50.465
  11 Washington                                 42    38     0   318   280   50.388
  12 Kansas City                                42    39     0   335   323   50.362
  13 New York(A)                                41    39     0   323   355   50.338
  14 Baltimore                                  42    39     0   343   339   50.335
  15 Atlanta                                    44    38     0   298   298   50.218
  16 Pittsburgh                                 42    40     0   335   344   50.061
  17 Cleveland                                  39    42     0   357   378   49.788
  18 Boston                                     38    44     0   311   344   49.775
  19 Minnesota                                  37    43     0   335   364   49.673
  20 Texas                                      37    44     0   338   395   49.606
  21 Chicago(A)                                 39    44     0   358   389   49.547
  22 Miami                                      39    43     0   354   359   49.433
  23 Houston                                    36    47     0   312   364   49.402
  24 New York(N)                                37    45     0   320   321   49.378
  25 Tampa Bay                                  35    49     0   318   355   49.088
  26 Colorado                                   36    46     0   413   427   49.064
  27 Chicago(N)                                 34    46     0   303   317   49.013
  28 Philadelphia                               36    46     0   315   355   48.933
  29 San Diego                                  35    47     0   242   301   48.550
  30 Arizona                                    35    49     0   334   402   48.520
