Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Los Angeles(A)                             93    56     0   729   572   51.909
   2 Baltimore                                  88    60     0   642   545   51.500
   3 Oakland                                    83    66     0   685   523   51.299
   4 Seattle                                    80    68     0   580   480   50.857
   5 Detroit                                    82    66     0   700   646   50.854
   6 Washington                                 85    63     0   636   520   50.852
   7 Kansas City                                81    68     0   595   577   50.673
   8 Toronto                                    77    71     0   667   633   50.605
   9 Los Angeles(N)                             85    64     0   626   544   50.592
  10 St. Louis                                  83    67     0   578   568   50.445
  11 Cleveland                                  77    72     0   627   619   50.370
  12 New York(A)                                75    71     0   572   601   50.348
  13 Pittsburgh                                 80    70     0   640   604   50.241
  14 San Francisco                              82    68     0   624   560   50.226
  15 Tampa Bay                                  72    77     0   573   567   50.224
  16 Milwaukee                                  78    72     0   625   625   49.973
  17 Atlanta                                    75    74     0   545   546   49.747
  18 Houston                                    66    83     0   588   678   49.618
  19 New York(N)                                73    78     0   575   587   49.565
  20 Cincinnati                                 70    79     0   552   568   49.558
  21 Chicago(A)                                 68    81     0   614   703   49.546
  22 Boston                                     66    84     0   580   661   49.517
  23 Miami                                      72    76     0   602   620   49.516
  24 Philadelphia                               69    80     0   583   638   49.326
  25 Minnesota                                  63    86     0   652   720   49.281
  26 Chicago(N)                                 66    84     0   565   648   49.044
  27 San Diego                                  68    80     0   481   533   48.978
  28 Texas                                      57    92     0   579   735   48.745
  29 Arizona                                    61    88     0   572   679   48.363
  30 Colorado                                   59    90     0   671   758   48.267
