Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Oakland                                    39    24     0   327   199   52.324
   2 San Francisco                              42    21     0   276   211   51.894
   3 Toronto                                    38    26     0   314   271   51.427
   4 Los Angeles(A)                             34    28     0   296   263   51.021
   5 Seattle                                    33    29     0   259   230   50.917
   6 Detroit                                    33    26     0   265   256   50.897
   7 Milwaukee                                  38    26     0   277   253   50.672
   8 Washington                                 32    29     0   256   218   50.291
   9 Atlanta                                    32    29     0   212   204   50.269
  10 Cleveland                                  32    31     0   278   287   50.261
  11 St. Louis                                  33    31     0   243   227   50.218
  12 Baltimore                                  31    30     0   264   274   50.211
  13 Texas                                      31    32     0   265   296   50.060
  14 Miami                                      33    30     0   284   262   50.050
  15 Los Angeles(N)                             33    31     0   274   252   50.022
  16 Kansas City                                31    32     0   244   259   49.985
  17 New York(A)                                31    31     0   249   280   49.894
  18 Minnesota                                  29    32     0   266   290   49.853
  19 Houston                                    28    36     0   250   289   49.741
  20 Chicago(A)                                 31    33     0   284   302   49.672
  21 Boston                                     28    34     0   253   269   49.657
  22 Pittsburgh                                 29    33     0   246   266   49.438
  23 Colorado                                   29    33     0   306   302   49.373
  24 Cincinnati                                 29    32     0   213   229   49.360
  25 New York(N)                                28    35     0   252   257   49.166
  26 San Diego                                  28    35     0   195   241   48.895
  27 Chicago(N)                                 25    35     0   234   243   48.790
  28 Arizona                                    28    37     0   271   322   48.605
  29 Tampa Bay                                  24    40     0   236   287   48.593
  30 Philadelphia                               25    36     0   236   286   48.440
