Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Oakland                                    72    45     0   573   405   51.985
   2 Los Angeles(A)                             68    49     0   551   471   51.437
   3 Baltimore                                  67    50     0   501   454   51.343
   4 Detroit                                    63    52     0   528   484   50.841
   5 Kansas City                                63    53     0   472   447   50.823
   6 Seattle                                    62    55     0   454   380   50.809
   7 Toronto                                    63    56     0   538   509   50.805
   8 New York(A)                                61    56     0   468   493   50.486
   9 Los Angeles(N)                             67    52     0   488   436   50.451
  10 Washington                                 63    53     0   485   405   50.409
  11 Milwaukee                                  65    53     0   512   478   50.365
  12 St. Louis                                  62    54     0   431   438   50.334
  13 Tampa Bay                                  57    60     0   458   455   50.289
  14 Cleveland                                  59    59     0   522   513   50.272
  15 Pittsburgh                                 62    55     0   490   481   50.065
  16 Cincinnati                                 60    58     0   450   420   50.047
  17 San Francisco                              62    56     0   456   433   49.913
  18 Chicago(A)                                 56    63     0   507   562   49.740
  19 Atlanta                                    60    57     0   437   434   49.700
  20 Boston                                     52    65     0   444   501   49.679
  21 Minnesota                                  52    64     0   489   524   49.593
  22 New York(N)                                56    62     0   450   454   49.430
  23 Miami                                      57    60     0   469   504   49.413
  24 Houston                                    49    69     0   464   558   49.263
  25 San Diego                                  54    62     0   374   390   49.119
  26 Philadelphia                               53    65     0   458   522   48.894
  27 Texas                                      46    71     0   476   592   48.877
  28 Chicago(N)                                 50    66     0   451   498   48.835
  29 Arizona                                    51    67     0   476   559   48.555
  30 Colorado                                   46    71     0   545   617   48.243
