Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 San Francisco                              32    18     0   213   171   51.928
   2 Oakland                                    30    20     0   248   158   51.516
   3 Detroit                                    28    18     0   220   191   51.265
   4 Los Angeles(A)                             28    21     0   241   194   51.148
   5 Atlanta                                    28    21     0   166   152   51.042
   6 Toronto                                    29    22     0   246   223   51.025
   7 Colorado                                   27    23     0   260   218   50.704
   8 Milwaukee                                  30    21     0   199   187   50.575
   9 St. Louis                                  28    22     0   193   169   50.386
  10 Los Angeles(N)                             27    24     0   219   212   50.376
  11 Miami                                      26    25     0   235   215   50.359
  12 New York(A)                                26    23     0   211   217   50.116
  13 Baltimore                                  25    23     0   203   209   50.114
  14 Washington                                 25    25     0   196   191   50.052
  15 Seattle                                    24    25     0   201   192   49.995
  16 Texas                                      25    25     0   216   232   49.984
  17 Kansas City                                24    25     0   192   192   49.984
  18 Minnesota                                  23    24     0   206   227   49.882
  19 Cleveland                                  24    27     0   225   244   49.866
  20 Chicago(A)                                 25    27     0   247   263   49.506
  21 New York(N)                                22    27     0   192   205   49.485
  22 Cincinnati                                 22    26     0   168   180   49.391
  23 Tampa Bay                                  23    28     0   201   219   49.353
  24 San Diego                                  23    28     0   160   181   49.351
  25 Pittsburgh                                 22    27     0   190   213   49.159
  26 Philadelphia                               21    26     0   183   219   49.144
  27 Boston                                     20    29     0   195   222   49.101
  28 Houston                                    19    32     0   185   241   48.666
  29 Arizona                                    20    32     0   194   262   48.296
  30 Chicago(N)                                 18    30     0   186   192   48.282
