Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Oakland                                    55    33     0   439   304   52.110
   2 Los Angeles(A)                             51    36     0   432   361   51.417
   3 Seattle                                    48    40     0   363   299   50.861
   4 Detroit                                    48    37     0   394   370   50.853
   5 Milwaukee                                  52    37     0   393   362   50.768
   6 Baltimore                                  48    40     0   385   362   50.641
   7 Toronto                                    47    43     0   407   381   50.638
   8 Washington                                 47    39     0   353   295   50.628
   9 St. Louis                                  47    42     0   328   312   50.470
  10 Los Angeles(N)                             51    40     0   391   329   50.455
  11 San Francisco                              50    39     0   357   328   50.395
  12 Kansas City                                45    42     0   358   346   50.384
  13 Atlanta                                    49    39     0   327   315   50.362
  14 Pittsburgh                                 47    41     0   362   363   50.274
  15 Cincinnati                                 45    42     0   333   318   50.268
  16 New York(A)                                44    43     0   353   385   50.210
  17 Cleveland                                  43    44     0   384   397   49.996
  18 Chicago(A)                                 42    47     0   380   410   49.689
  19 Miami                                      43    45     0   384   380   49.632
  20 Tampa Bay                                  41    50     0   351   378   49.544
  21 Boston                                     39    49     0   334   380   49.537
  22 Minnesota                                  39    48     0   364   399   49.496
  23 New York(N)                                39    49     0   345   348   49.272
  24 Chicago(N)                                 38    48     0   331   344   49.239
  25 Texas                                      38    50     0   362   438   49.232
  26 Houston                                    36    54     0   334   421   49.033
  27 San Diego                                  39    49     0   262   313   48.856
  28 Colorado                                   37    52     0   432   472   48.713
  29 Philadelphia                               37    51     0   330   386   48.667
  30 Arizona                                    37    53     0   356   428   48.449
