Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 San Francisco                              20    11     0   129   105   52.419
   2 Atlanta                                    17    13     0    99    90   52.220
   3 Colorado                                   19    14     0   186   155   52.017
   4 Miami                                      16    15     0   149   125   51.675
   5 Washington                                 17    14     0   133   119   51.630
   6 New York(N)                                16    14     0   128   130   51.527
   7 Milwaukee                                  21    11     0   124   113   51.492
   8 Detroit                                    17     9     0   130   103   51.436
   9 Los Angeles(N)                             18    14     0   137   128   51.354
  10 Oakland                                    19    12     0   155   104   50.978
  11 Philadelphia                               15    14     0   118   129   50.875
  12 Los Angeles(A)                             15    15     0   159   131   50.301
  13 Texas                                      17    14     0   136   145   50.159
  14 San Diego                                  14    18     0    84   112   50.136
  15 St. Louis                                  16    16     0   115   104   49.899
  16 Cincinnati                                 15    16     0   120   103   49.894
  17 Seattle                                    14    15     0   122   124   49.428
  18 Chicago(A)                                 15    17     0   163   167   49.314
  19 Boston                                     15    17     0   133   139   49.296
  20 Minnesota                                  14    15     0   149   147   49.266
  21 Baltimore                                  15    14     0   125   131   49.212
  22 New York(A)                                16    14     0   127   143   49.192
  23 Cleveland                                  13    18     0   123   141   48.750
  24 Kansas City                                14    16     0   116   129   48.702
  25 Tampa Bay                                  15    17     0   138   145   48.684
  26 Toronto                                    14    17     0   147   147   48.562
  27 Arizona                                    11    23     0   126   186   48.435
  28 Chicago(N)                                 11    18     0   112   118   48.056
  29 Pittsburgh                                 12    19     0   118   133   47.934
  30 Houston                                    10    21     0   108   163   47.264
